longitude,latitude,housing_median_age,total_rooms,population,households,median_income,ocean_proximity
-117.57,34.07,4.0,2152.0,1083.0,441.0,3.1458,1
-122.71,38.37,16.0,2355.0,1014.0,348.0,5.6018,0
-117.74,34.1,29.0,2742.0,2477.0,532.0,3.5072,1
-117.67,35.64,6.0,2115.0,927.0,337.0,6.1935,1
-118.19,33.93,42.0,1829.0,1614.0,377.0,3.1912,0
-121.5,38.55,49.0,4094.0,1363.0,659.0,5.2362,1
-122.32,37.54,34.0,3661.0,1608.0,656.0,5.0774,4
-122.27,37.47,44.0,3022.0,1235.0,477.0,6.7058,4
-122.45,37.67,35.0,491.0,274.0,97.0,4.4286,4
-119.97,36.57,17.0,1497.0,1425.0,247.0,2.0313,1
-122.24,38.11,52.0,2050.0,1277.0,463.0,3.0507,3
-117.1,32.9,16.0,2994.0,1047.0,437.0,5.149,0
-122.04,37.85,27.0,6039.0,2181.0,761.0,9.5862,3
-117.93,33.83,30.0,1561.0,1104.0,391.0,3.375,0
-117.8,33.87,16.0,5954.0,3107.0,1209.0,4.2566,0
-122.16,37.69,36.0,1118.0,625.0,228.0,3.7813,3
-119.8,36.8,43.0,1951.0,725.0,308.0,6.3359,1
-118.21,34.05,47.0,722.0,930.0,226.0,2.5455,0
-118.23,34.07,40.0,506.0,397.0,114.0,3.1944,0
-122.7,38.35,14.0,1555.0,493.0,335.0,1.6033,0
-118.08,33.91,36.0,1551.0,1100.0,322.0,5.1187,0
-122.41,37.8,52.0,1724.0,1016.0,395.0,3.3839,3
-118.31,33.96,48.0,2015.0,1020.0,338.0,4.0625,0
-117.97,33.77,22.0,2244.0,1543.0,533.0,2.6618,0
-117.07,32.59,21.0,1779.0,1327.0,488.0,1.6007,4
-118.39,34.05,25.0,2814.0,1139.0,658.0,4.0153,0
-118.35,33.98,47.0,2512.0,1082.0,426.0,3.8235,0
-117.1,32.64,29.0,1578.0,1236.0,461.0,2.5658,4
-117.28,33.66,15.0,4573.0,2513.0,832.0,2.6949,0
-120.82,37.49,25.0,1611.0,882.0,261.0,3.5547,1
-118.41,34.25,19.0,280.0,483.0,87.0,1.95,0
-122.43,37.79,52.0,3219.0,1152.0,830.0,4.2042,3
-117.86,33.78,21.0,2713.0,1952.0,722.0,2.6959,0
-122.19,39.53,34.0,2679.0,1287.0,505.0,2.165,1
-118.26,34.07,46.0,2341.0,2371.0,648.0,2.4038,0
-122.5,37.75,46.0,2298.0,1429.0,477.0,4.0217,4
-118.51,34.2,33.0,2327.0,1166.0,472.0,4.2344,0
-117.94,33.93,14.0,999.0,1037.0,244.0,2.7125,0
-122.87,38.62,52.0,1514.0,767.0,354.0,2.1903,0
-121.75,37.3,23.0,1801.0,548.0,393.0,2.5052,0
-117.09,32.7,15.0,869.0,887.0,216.0,1.4583,4
-118.37,34.2,34.0,2199.0,2488.0,597.0,2.9861,0
-118.31,33.98,52.0,1837.0,1062.0,343.0,2.0,0
-118.6,34.16,37.0,3441.0,1283.0,544.0,4.1656,0
-118.12,34.09,25.0,4870.0,3518.0,1296.0,3.2307,0
-118.17,33.77,38.0,2239.0,984.0,684.0,2.346,4
-122.24,37.76,52.0,2646.0,1128.0,522.0,3.0718,3
-118.17,34.04,39.0,563.0,682.0,137.0,2.75,0
-122.43,37.79,52.0,3522.0,1319.0,887.0,4.3986,3
-117.88,34.11,30.0,3082.0,2008.0,619.0,4.1411,0
-117.65,34.09,33.0,2446.0,1209.0,412.0,4.3958,1
-117.95,33.94,31.0,2237.0,1135.0,434.0,4.45,0
-118.17,33.74,36.0,2006.0,807.0,426.0,3.7838,4
-117.99,33.81,46.0,38.0,66.0,14.0,4.1667,0
-123.32,39.42,22.0,2085.0,1133.0,402.0,2.3906,0
-121.57,37.01,44.0,1448.0,1066.0,357.0,2.0625,1
-117.92,33.8,17.0,1317.0,679.0,272.0,4.6696,0
-118.39,34.07,45.0,3143.0,1153.0,564.0,5.7762,0
-118.16,34.01,36.0,931.0,732.0,235.0,1.7679,0
-122.35,37.93,39.0,2002.0,1166.0,395.0,1.7257,3
-122.35,37.95,31.0,2449.0,1801.0,548.0,2.6328,3
-117.91,33.62,32.0,1997.0,944.0,426.0,4.4063,0
-124.16,40.79,52.0,1264.0,591.0,284.0,1.7778,4
-117.31,34.07,40.0,2936.0,2024.0,676.0,2.1139,1
-118.44,34.31,22.0,3182.0,2661.0,746.0,2.7472,0
-117.05,32.77,33.0,3535.0,1568.0,672.0,2.8097,4
-118.18,33.93,35.0,952.0,949.0,261.0,2.4297,0
-118.35,33.97,26.0,3832.0,2340.0,904.0,2.6734,0
-117.09,32.61,23.0,1157.0,640.0,313.0,2.1548,4
-121.24,39.65,35.0,632.0,221.0,102.0,2.3684,1
-121.38,38.61,34.0,2888.0,1168.0,479.0,3.6053,1
-118.33,33.9,21.0,6603.0,5546.0,1745.0,2.6091,0
-116.45,32.65,22.0,2680.0,1644.0,516.0,2.1949,1
-121.42,38.7,10.0,2562.0,1478.0,433.0,4.0625,1
-117.78,33.68,19.0,2500.0,1027.0,327.0,6.115,0
-121.99,37.82,22.0,1248.0,579.0,269.0,3.375,0
-122.08,37.71,38.0,1663.0,781.0,301.0,5.0519,3
-122.29,37.87,44.0,2539.0,1382.0,713.0,2.537,3
-122.51,37.96,39.0,3302.0,1574.0,653.0,3.6863,3
-122.06,37.3,11.0,5488.0,1947.0,641.0,10.7326,0
-117.39,33.97,52.0,3307.0,1269.0,529.0,4.3176,1
-118.02,33.9,36.0,2417.0,1276.0,426.0,5.5601,0
-117.98,33.85,23.0,2089.0,1085.0,362.0,4.765,0
-118.26,34.04,6.0,1529.0,1051.0,473.0,2.462,0
-117.73,33.57,5.0,11976.0,4327.0,2009.0,4.8488,0
-122.25,37.5,45.0,1812.0,752.0,329.0,4.95,4
-117.04,32.76,43.0,3171.0,1534.0,625.0,3.141,4
-118.08,33.98,39.0,1042.0,863.0,228.0,3.6033,0
-118.23,34.11,35.0,4148.0,3220.0,892.0,3.3389,0
-122.26,37.84,50.0,2239.0,990.0,419.0,1.9911,3
-121.32,37.98,37.0,3247.0,1737.0,665.0,3.066,1
-117.78,33.68,11.0,1994.0,849.0,411.0,4.0187,0
-117.81,33.73,17.0,1063.0,363.0,183.0,2.1719,0
-122.43,37.74,52.0,2229.0,1079.0,472.0,5.0196,3
-118.45,33.99,45.0,1132.0,654.0,264.0,4.5673,0
-115.54,32.97,41.0,2429.0,1188.0,430.0,3.0091,1
-118.22,34.07,35.0,1504.0,2059.0,498.0,2.0133,0
-118.27,34.09,52.0,1079.0,439.0,201.0,4.625,0
-118.45,34.23,15.0,5738.0,4620.0,1581.0,2.3584,0
-117.13,33.14,5.0,2618.0,1320.0,512.0,4.1053,0
-117.89,33.86,28.0,1395.0,1220.0,362.0,3.3008,0
-117.8,33.69,16.0,2745.0,1429.0,411.0,6.8219,0
-118.37,34.18,36.0,1608.0,1217.0,374.0,2.9728,0
-121.6,39.12,21.0,1299.0,1494.0,311.0,1.3348,1
-118.36,33.87,17.0,1082.0,598.0,281.0,3.9868,0
-119.72,34.77,35.0,2469.0,1168.0,427.0,2.4583,0
-117.88,34.12,33.0,1485.0,1006.0,258.0,5.1708,0
-118.36,33.89,27.0,2837.0,2141.0,648.0,3.1325,0
-120.97,38.42,16.0,1748.0,4930.0,287.0,4.3029,1
-122.33,37.55,51.0,2565.0,870.0,309.0,9.3694,4
-117.87,34.04,7.0,27700.0,15037.0,4072.0,6.6288,0
-117.41,34.1,5.0,4937.0,2204.0,812.0,2.5272,1
-119.53,37.34,26.0,4047.0,571.0,199.0,2.3482,1
-118.34,34.16,25.0,6082.0,2616.0,1644.0,3.6486,0
-122.38,37.34,33.0,1054.0,400.0,161.0,7.7773,4
-117.02,32.73,22.0,5201.0,3280.0,817.0,4.7952,4
-117.97,33.74,16.0,1735.0,784.0,360.0,4.2566,0
-121.95,37.35,52.0,2382.0,1096.0,492.0,4.2656,0
-122.11,37.44,35.0,2016.0,1023.0,376.0,5.6413,3
-118.46,34.04,25.0,2768.0,1558.0,784.0,3.6976,0
-117.96,33.86,35.0,2181.0,1249.0,358.0,4.2937,0
-117.19,34.05,33.0,1688.0,808.0,298.0,3.2188,1
-118.99,37.65,20.0,2474.0,338.0,141.0,5.01,1
-122.36,37.94,27.0,844.0,583.0,265.0,0.9687,3
-118.35,33.91,34.0,2055.0,1134.0,408.0,3.825,0
-116.01,33.51,24.0,2985.0,4042.0,905.0,1.7344,1
-118.19,33.79,41.0,2114.0,2357.0,529.0,1.7938,4
-118.01,33.85,29.0,2064.0,1265.0,400.0,3.8864,0
-121.23,38.71,18.0,4947.0,2227.0,675.0,4.8542,1
-122.41,37.76,52.0,492.0,316.0,168.0,3.0865,3
-118.31,34.09,28.0,720.0,891.0,265.0,1.8977,0
-121.42,38.62,41.0,1087.0,462.0,219.0,2.0224,1
-117.09,32.66,37.0,1232.0,1086.0,330.0,1.6389,4
-122.14,38.02,44.0,1625.0,825.0,385.0,2.0523,3
-118.04,34.11,44.0,773.0,405.0,121.0,5.0,1
-117.97,33.85,30.0,2513.0,1611.0,472.0,4.0061,0
-118.04,33.95,35.0,1945.0,1227.0,359.0,5.2162,0
-117.64,33.88,13.0,8010.0,3920.0,1309.0,5.536,0
-117.82,33.71,9.0,5206.0,4660.0,978.0,2.885,0
-124.17,40.74,17.0,2026.0,873.0,313.0,4.0357,4
-117.12,32.7,14.0,819.0,827.0,237.0,1.3194,4
-117.19,32.75,52.0,25.0,13.0,5.0,0.536,4
-117.23,33.22,18.0,2334.0,962.0,557.0,1.808,0
-117.95,33.84,18.0,3418.0,1961.0,773.0,3.65,0
-118.37,34.09,38.0,1349.0,547.0,309.0,3.2159,0
-118.51,34.2,35.0,1614.0,850.0,330.0,4.1806,0
-119.99,36.8,45.0,1270.0,598.0,214.0,3.2813,1
-118.48,34.0,52.0,1359.0,521.0,368.0,2.6736,0
-118.31,33.73,52.0,1665.0,656.0,282.0,5.249,4
-119.69,36.81,15.0,2892.0,1634.0,501.0,4.4934,1
-117.22,32.82,35.0,756.0,423.0,136.0,3.5234,4
-122.12,37.71,35.0,1037.0,552.0,210.0,4.0,3
-116.16,33.68,12.0,1230.0,1334.0,260.0,2.2679,1
-118.27,34.07,34.0,786.0,1239.0,320.0,2.3438,0
-119.71,34.41,18.0,1225.0,694.0,306.0,3.6823,4
-121.4,38.47,4.0,20982.0,10329.0,3086.0,4.3658,1
-116.39,33.82,15.0,11115.0,4122.0,1653.0,2.7219,1
-122.26,37.54,5.0,1649.0,779.0,376.0,6.9635,3
-118.14,34.09,28.0,4164.0,2934.0,1014.0,2.7483,0
-118.32,34.03,47.0,1734.0,1272.0,438.0,3.1731,0
-122.3,37.89,36.0,1077.0,518.0,276.0,3.0208,3
-122.26,37.85,52.0,3503.0,1504.0,734.0,3.2705,3
-121.38,38.68,35.0,1565.0,861.0,277.0,2.4844,1
-118.41,33.89,34.0,2959.0,1143.0,593.0,6.348,0
-121.85,37.66,14.0,4236.0,1833.0,663.0,5.6399,1
-121.47,38.95,34.0,2129.0,969.0,314.0,2.7039,1
-122.43,37.72,52.0,2206.0,1583.0,456.0,3.7105,3
-122.07,37.86,23.0,1025.0,263.0,191.0,3.12,3
-122.3,40.58,19.0,1043.0,505.0,183.0,1.6033,1
-118.37,33.9,32.0,332.0,177.0,102.0,3.3409,0
-119.85,36.8,14.0,1876.0,1031.0,311.0,3.6563,1
-117.97,34.14,15.0,3595.0,1839.0,877.0,2.6014,1
-122.43,37.78,49.0,2246.0,1277.0,546.0,2.9792,3
-122.08,37.38,36.0,782.0,348.0,128.0,6.828,3
-116.96,32.8,25.0,3421.0,1681.0,742.0,3.369,0
-118.29,34.05,11.0,677.0,1143.0,341.0,2.3864,0
-122.0,37.98,32.0,1013.0,436.0,173.0,5.1118,1
-118.11,33.9,35.0,1323.0,1084.0,240.0,5.0753,0
-122.62,38.15,14.0,2259.0,1127.0,346.0,6.4092,0
-118.19,34.06,37.0,1715.0,2052.0,440.0,2.3125,0
-118.08,33.97,36.0,1620.0,1258.0,309.0,3.9773,0
-121.98,36.99,14.0,6787.0,3416.0,1357.0,3.5943,4
-122.09,37.4,26.0,3218.0,2087.0,964.0,3.2875,3
-121.98,37.31,32.0,2248.0,1191.0,419.0,5.606,0
-116.91,32.81,22.0,4331.0,1952.0,654.0,5.4834,0
-117.25,32.72,36.0,2632.0,2038.0,419.0,6.5319,4
-120.69,37.4,46.0,860.0,496.0,147.0,3.5167,1
-118.39,33.92,41.0,80.0,61.0,23.0,5.25,0
-122.24,37.49,38.0,4105.0,2561.0,909.0,3.8684,4
-117.1,32.69,35.0,1292.0,1183.0,272.0,2.0547,4
-118.34,33.98,46.0,2126.0,1292.0,414.0,2.9315,0
-121.89,38.01,32.0,1000.0,663.0,212.0,4.0972,1
-120.81,37.53,15.0,570.0,189.0,107.0,1.875,1
-118.46,34.0,36.0,1392.0,679.0,247.0,4.7344,0
-116.9,33.22,11.0,4132.0,2012.0,703.0,3.1906,0
