incidenceRate,medIncome,povertyPercent,PctEmployed16_Over,PctPrivateCoverage,PctPublicCoverageAlone
497.2,59472,10.0,57.7,73.6,15.8
469.6,40270,17.7,45.5,60.6,24.0
405.2,37468,20.8,48.7,59.6,23.4
502.0,46383,17.7,44.8,57.4,24.3
449.2,33041,23.1,41.3,51.6,32.6
377.1,32456,25.8,42.2,60.2,24.7
400.9,40305,16.8,48.9,63.7,20.6
528.4,36466,17.1,51.7,68.0,17.9
468.3,41019,15.8,44.1,62.3,19.8
453.7,38387,19.7,48.2,59.7,23.3
433.2,37242,20.0,43.3,54.6,27.1
514.6,40013,18.5,41.7,63.5,21.3
455.3,38600,20.3,47.9,61.6,23.5
467.9,42063,17.8,42.2,63.9,22.6
412.1,46375,13.7,60.0,68.4,19.0
369.9,44395,13.6,54.1,65.9,21.0
479.1,54141,12.0,65.4,72.5,17.2
385.7,50998,10.5,64.7,73.4,16.0
474.1,68430,5.9,69.4,84.1,10.6
482.4,52485,10.7,61.8,73.4,15.7
455.2,45316,16.0,61.2,56.6,17.6
476.1,59020,8.8,65.0,78.2,12.9
466.4,43562,14.7,55.6,67.4,20.3
430.7,61937,13.4,69.5,82.5,10.2
437.3,54359,9.9,60.1,77.7,13.9
449.3,49717,11.0,55.6,75.8,15.5
354.7,46475,13.9,59.9,66.5,20.6
396.1,52224,13.9,62.0,72.4,16.8
440.9,48102,14.4,65.3,74.8,14.6
308.2,44562,12.8,51.1,68.9,17.6
477.0,52149,9.9,64.6,77.1,14.4
490.6,41418,17.0,47.6,59.8,20.4
420.0,53328,8.7,67.6,78.2,13.8
447.2,61802,8.2,63.4,83.4,9.0
356.1,40351,16.0,61.2,64.9,17.8
400.6,43883,12.1,62.2,75.6,14.8
221.5,55955,9.2,68.3,76.1,12.4
350.1,44726,12.3,67.0,70.5,16.9
431.4,69191,7.4,68.0,82.4,8.3
392.0,53290,13.6,66.8,82.7,9.1
495.5,40979,12.7,56.7,69.1,17.7
389.2,51335,10.6,65.5,77.4,11.6
453.5494221,46840,13.2,48.4,63.0,17.3
453.5494221,51241,15.6,57.7,62.9,16.0
453.5494221,60322,10.3,51.5,70.7,12.9
453.5494221,72648,10.8,67.0,73.0,10.0
453.5494221,47180,14.0,46.0,56.5,16.5
453.5494221,70535,9.8,64.0,76.4,2.6
453.5494221,74347,11.0,59.8,69.1,11.3
453.5494221,45629,15.1,41.0,64.1,15.5
453.5494221,48576,13.7,48.6,61.1,19.1
453.5494221,40714,19.0,48.1,58.1,21.6
453.5494221,42881,16.8,39.7,53.1,25.0
453.5494221,52001,18.5,36.9,59.9,19.1
453.5494221,55291,8.4,50.4,68.5,13.2
453.5494221,52862,15.4,59.6,65.4,15.6
453.5494221,57243,13.7,43.8,67.6,13.7
453.5494221,45639,19.3,52.9,61.3,18.7
508.6,59831,10.0,60.8,69.6,16.8
481.8,57556,10.7,56.6,70.0,13.4
489.4,56008,11.8,62.2,75.0,12.7
459.2,42491,14.9,54.2,61.8,22.5
435.5,56353,11.6,59.7,72.3,14.0
482.2,71233,8.7,66.1,76.7,12.7
507.6,62429,9.5,62.9,76.3,13.1
518.8,79653,6.1,68.0,82.7,9.0
502.6,58577,11.8,64.3,74.8,12.4
475.7,57142,10.4,60.6,69.6,15.6
505.5,54208,15.1,58.0,66.9,17.7
468.1,84309,7.6,61.4,75.5,11.8
531.8,80479,7.2,61.0,81.4,10.6
530.9,61685,13.0,59.6,68.3,18.6
559.1,55409,13.0,53.0,72.1,16.8
511.3,45438,19.5,51.0,59.4,24.0
450.6,54603,16.7,57.7,59.9,21.1
544.2,78983,8.2,61.3,78.0,12.8
399.5,57720,17.7,62.7,56.5,21.3
496.3,103876,4.7,64.0,87.5,7.1
504.7,73750,11.8,59.5,73.1,14.5
466.7,77330,8.3,60.4,74.6,12.1
529.6,87220,8.2,60.8,78.8,10.7
488.5,100511,5.0,64.7,84.0,7.5
524.9,62937,11.9,53.6,70.9,19.0
448.4,58030,18.2,57.8,55.8,25.0
516.6,56645,13.1,55.8,69.1,18.7
471.0,100194,5.0,65.0,82.2,8.6
493.1,82048,6.2,64.0,80.9,9.8
463.0,68172,11.1,62.0,65.9,17.1
485.9,71294,8.3,61.3,76.9,12.4
375.8,38403,23.4,52.9,49.6,29.4
375.5,35081,28.8,44.9,40.4,35.7
377.4,37156,20.5,45.8,57.1,26.1
336.5,42620,19.2,54.0,56.9,24.1
467.1,33789,20.6,36.9,53.4,30.4
381.0,38974,27.9,54.0,49.6,29.9
391.3,57007,14.1,60.1,62.3,21.3
361.2,29147,25.8,35.0,60.6,20.2
357.0,34304,24.5,50.0,42.7,35.0
357.1,58994,16.6,59.1,55.6,22.1
363.9,39995,20.1,48.3,54.5,27.8
406.2,108477,4.2,62.1,89.6,4.2
420.6,27268,30.6,44.4,37.5,37.9
332.9,29497,35.8,42.4,25.0,37.6
359.0,27627,24.2,31.9,27.8,46.6
393.0,41736,20.2,43.2,53.2,27.5
412.7,29069,23.9,41.6,54.8,25.9
351.8,34902,24.1,48.5,48.8,26.6
360.7,36108,24.0,53.1,54.7,25.2
356.1,47520,21.0,54.6,50.4,24.4
355.6,32964,25.5,41.4,46.4,30.2
424.2,29036,23.8,39.8,50.8,27.8
404.4,32285,31.0,41.9,50.5,29.0
339.0,36125,19.2,52.8,47.3,29.3
558.5,37311,27.6,41.6,42.0,36.8
303.0,36684,19.4,46.5,48.2,28.1
402.3,40591,24.5,47.3,52.6,29.7
505.9,60371,13.5,60.7,77.7,14.2
490.7,42655,18.3,51.8,67.8,20.2
455.3,33687,31.5,51.2,43.1,38.2
494.4,46283,17.2,54.1,69.2,21.2
517.8,43892,16.2,54.3,67.3,18.7
550.1,41757,19.3,53.6,66.5,22.4
508.2,48880,18.2,53.8,68.8,21.4
512.4,46387,16.7,53.6,66.0,20.8
437.1,34842,20.5,49.9,59.8,22.2
327.0,38636,14.6,51.3,69.4,9.7
460.2,64350,10.2,59.4,76.5,12.6
423.0,75926,7.9,54.7,81.1,10.7
491.5,76206,7.5,63.6,83.5,7.9
446.8,45827,13.7,48.6,71.0,15.5
330.5,31429,26.6,37.9,52.5,26.3
364.9,122641,3.9,72.6,86.9,4.6
456.9,60121,11.5,58.3,67.4,14.3
404.1,37548,22.4,43.8,58.5,22.6
463.3,52513,12.3,55.9,65.3,16.8
444.9,58268,10.6,51.1,80.6,10.6
445.1,38500,21.1,47.6,61.7,20.2
525.6,48921,14.4,47.5,77.6,12.3
396.2,43484,24.8,55.0,82.4,8.7
526.7,48076,13.4,54.4,69.1,15.2
454.3,72406,6.2,62.8,83.8,8.7
527.2,36822,21.5,48.1,56.8,20.6
450.4,51422,14.3,47.2,76.1,13.5
508.0,37996,24.3,43.8,59.2,24.5
503.5,59282,10.7,53.8,69.9,15.7
430.1,44851,16.9,52.8,63.5,18.1
339.1,34885,21.9,45.0,57.4,22.3
399.0,44207,14.6,53.9,66.2,18.6
459.6,75539,7.1,56.6,83.7,7.2
437.0,61792,10.5,47.4,80.5,9.0
373.7,91886,7.2,68.5,78.0,8.6
390.6,46186,14.7,53.6,69.3,16.7
401.1,62800,9.3,57.0,68.1,13.1
452.4,42204,19.7,41.2,70.6,17.9
400.5,61935,8.2,59.2,79.6,12.8
338.0,48497,13.0,51.9,69.3,15.6
400.2,55798,11.7,61.3,72.9,13.0
365.4,37378,17.9,43.7,56.7,23.5
330.8,36290,20.8,45.3,62.7,20.7
407.6,45430,12.0,57.9,68.9,15.9
389.1,37831,19.7,50.8,59.2,24.3
405.7,46521,15.3,52.1,66.8,16.7
449.4,75714,9.2,63.3,78.3,9.4
450.5,92647,5.9,61.8,84.1,7.0
486.9,37748,23.9,25.0,66.2,23.7
376.4,38292,19.2,46.2,59.0,23.6
428.2,60714,11.3,60.8,75.2,11.7
420.8,43353,14.5,53.6,67.4,17.7
450.9,48232,15.0,51.0,64.7,16.8
367.3,38528,21.9,41.3,59.7,22.9
433.5,41132,15.6,52.9,63.9,18.4
389.3,81169,5.5,57.8,87.2,6.2
265.7,34099,21.8,51.3,57.3,24.4
578.2,38331,17.2,51.8,59.9,21.2
718.9,45890,25.9,60.6,76.1,11.9
458.3,66625,9.8,58.6,77.9,12.4
493.6,52355,11.5,54.9,74.6,12.5
539.0,33646,23.6,48.9,57.2,25.5
447.7,125635,3.2,72.0,92.3,2.7
468.0,38583,22.5,51.8,59.4,22.3
566.3,51195,16.8,60.4,71.3,13.6
491.9,47615,15.2,55.2,69.5,16.4
591.1,38541,28.3,54.6,72.8,10.4
495.0,40065,25.0,53.1,69.1,16.3
364.1,72510,9.8,69.8,69.1,10.8
457.2,48440,16.7,57.9,68.8,16.5
480.5,42567,23.4,50.8,63.0,18.7
461.0,31620,21.6,55.1,59.8,24.2
441.3,84213,5.9,60.7,87.7,6.5
463.1,34267,32.4,44.8,76.1,13.2
475.4,42074,25.0,58.8,59.3,20.6
512.4,40735,20.4,58.5,59.2,22.0
511.5,54195,10.2,59.7,75.1,13.3
537.9,42552,16.5,56.0,68.4,16.1
472.0,60735,13.6,59.3,73.4,15.1
435.6,67676,8.6,60.4,80.0,9.2
596.9,44843,14.6,57.9,61.7,20.1
1014.2,46954,20.1,44.5,83.3,8.9
401.9,44537,13.4,58.8,65.6,15.0
340.3,47423,19.0,58.7,45.0,30.5
371.3,44055,16.3,52.4,64.1,21.2
452.4,58750,14.6,58.5,66.6,19.1
451.5,49174,14.0,56.8,64.3,16.8
427.4,61747,9.9,58.5,69.8,17.3
476.2,45465,15.5,46.2,60.7,26.2
455.5,44235,20.6,49.7,62.3,24.0
449.9,51151,15.5,59.7,55.3,26.0
358.2,39992,22.4,38.0,50.6,28.4
420.9,55006,17.3,60.2,52.7,26.1
293.6,46404,14.2,49.1,62.8,21.6
417.9,50388,15.8,57.1,49.9,29.2
462.0,59358,10.3,48.1,75.7,14.1
480.9,50964,14.1,43.6,66.0,20.7
464.2,75738,11.3,64.9,75.8,12.7
414.6,38989,19.9,46.3,65.2,20.2
464.3,34655,24.5,42.4,55.6,25.8
345.3,60650,10.0,59.1,80.6,11.3
416.1,41101,16.5,44.6,65.3,21.6
393.1,43338,14.8,51.6,66.5,18.8
358.9,45174,14.4,52.3,71.2,17.4
413.5,57088,9.8,58.8,76.5,13.6
489.1,50191,11.6,58.5,71.7,16.2
514.3,41787,21.5,49.2,63.5,25.3
475.7,39721,18.5,41.2,61.6,21.6
324.9,33600,20.9,42.2,61.0,21.8
521.2,55592,9.7,59.9,73.0,15.1
447.1,43509,18.5,46.5,68.0,19.5
396.3,44780,16.6,52.1,65.0,18.9
373.8,39126,18.7,51.4,71.6,16.7
448.5,41678,14.1,51.9,69.4,17.8
514.9,45840,20.1,57.3,72.7,16.7
417.8,48681,15.2,52.8,69.1,19.5
406.2,37122,19.0,40.4,61.4,23.4
344.3,35961,17.3,43.8,64.1,19.7
446.7,42431,28.3,55.9,72.6,14.2
473.5,46670,15.4,50.7,67.9,19.9
464.2,46283,18.9,59.6,73.4,15.6
469.6,40709,17.4,48.7,60.6,22.1
473.3,53342,15.3,63.4,72.2,16.4
337.6,40411,12.7,44.8,66.2,20.6
484.6,51510,11.1,53.0,74.7,14.0
372.9,60622,8.9,51.9,75.8,13.9
425.8,48194,14.5,54.0,71.5,17.5
433.5,74341,6.1,62.6,83.2,9.2
422.5,39359,15.4,47.6,63.4,19.2
506.5,54865,12.3,58.2,73.6,15.0
494.9,37477,16.6,43.6,65.4,20.4
430.4,44735,15.4,52.1,73.2,13.9
350.2,42896,16.3,52.1,64.3,21.0
448.5,41572,23.0,48.9,67.9,18.5
310.1,42191,14.5,52.6,66.3,20.1
438.7,51629,11.9,55.6,76.5,13.4
417.3,40455,16.1,51.2,61.4,23.7
371.0,57719,10.4,56.4,77.0,14.0
475.3,41554,20.4,49.0,64.9,20.5
484.4,37961,15.7,36.1,60.8,21.0
499.0,42588,20.0,51.5,64.0,24.2
495.7,69378,10.0,61.4,79.0,11.3
370.2,41166,20.1,50.0,61.3,23.3
396.0,35387,17.8,36.7,63.6,18.7
541.3,40235,20.4,47.8,59.7,22.4
404.3,33975,20.5,39.7,57.4,20.6
457.0,44693,13.2,54.6,68.4,19.0
404.1,60577,9.1,63.8,80.2,11.9
414.7,39420,16.1,40.1,70.0,16.4
496.9,35002,20.7,36.2,60.7,22.8
475.4,44548,17.4,51.3,67.0,21.1
488.0,50303,13.8,54.1,71.2,17.0
404.4,43687,18.5,55.6,66.2,20.3
368.5,42081,14.7,50.9,63.8,20.2
439.1,39539,17.6,40.2,60.0,24.8
459.0,43186,15.6,52.2,68.0,18.8
431.5,46715,16.5,54.4,62.7,22.1
528.7,41434,24.1,49.9,58.4,26.0
528.4,39807,19.0,52.0,63.4,21.7
453.5494221,40676,14.9,47.8,66.3,22.3
453.5494221,70868,7.6,68.4,79.3,12.9
453.5494221,51116,14.6,61.5,66.7,20.0
453.5494221,43706,18.5,58.5,58.6,26.1
453.5494221,52531,13.6,66.0,71.5,18.0
532.7,51576,16.6,51.9,72.6,18.2
472.2,55047,11.6,57.7,73.1,17.5
522.0,48357,13.8,59.6,75.3,15.4
461.0,45860,14.4,50.3,66.8,20.7
544.1,50134,15.2,58.6,71.9,19.7
463.7,50182,12.0,53.7,70.8,17.4
466.4,45704,18.5,47.9,64.6,21.6
504.2,45409,17.8,54.2,64.2,22.9
520.5,52410,12.0,61.0,73.2,16.6
526.9,49137,11.4,45.8,73.1,13.6
480.7,44148,16.5,56.0,65.8,22.5
500.8,49781,15.1,48.6,69.7,19.8
452.3,47547,23.4,56.9,51.4,31.8
470.1,47542,14.3,55.6,68.3,19.4
462.2,49920,14.7,55.6,76.5,15.8
505.4,51600,11.8,55.4,74.1,17.2
498.9,51371,14.2,59.7,73.1,18.5
511.0,40923,18.9,54.6,61.4,26.2
514.3,98312,6.7,61.0,79.6,11.3
463.9,75459,17.7,62.5,67.3,19.7
507.2,49274,13.4,57.4,72.9,16.0
501.5,48350,17.7,54.9,66.4,23.7
484.6,58473,11.5,60.0,75.4,15.5
503.5,69228,13.4,59.5,71.9,17.9
495.9,46577,15.5,49.9,67.8,20.5
459.8,36891,21.9,49.2,57.4,20.2
477.1,54026,12.7,58.6,69.1,16.1
458.4,38130,23.5,51.1,65.1,16.2
459.8,50055,15.3,59.4,64.1,18.5
464.6,38928,22.2,47.9,54.9,22.6
462.5,46073,18.5,55.5,59.0,20.7
524.4,35991,22.1,51.1,53.2,24.7
483.7,37881,17.6,47.5,57.9,23.0
440.0,37884,18.1,47.3,55.4,21.7
416.2,38445,19.9,50.7,61.8,21.9
491.5,35930,19.7,46.9,55.2,22.7
451.0,59049,15.2,65.3,67.9,15.4
450.3,36795,19.2,46.7,61.8,19.1
447.6,38530,21.1,47.5,51.5,25.2
483.6,51650,15.5,48.9,66.3,19.5
452.5,43348,18.2,53.8,59.8,21.3
442.6,49905,18.0,59.0,70.0,14.2
452.7,32063,25.8,41.3,50.3,27.2
436.7,60304,14.1,61.6,79.3,10.1
499.4,43097,17.9,45.9,61.4,20.1
473.4,44596,18.8,53.1,62.9,19.5
463.5,45453,15.4,52.4,63.1,17.9
400.0,41328,17.1,43.9,58.3,22.0
477.8,45841,18.7,53.0,60.0,22.3
457.6,41765,23.4,57.6,66.2,17.5
423.9,45464,14.7,48.0,68.0,17.1
409.6,30414,33.1,45.8,43.4,32.0
520.3,39606,19.4,51.1,61.0,22.8
508.1,44973,18.0,51.2,59.1,23.1
443.9,35629,21.5,46.0,53.4,26.6
454.3,33876,29.0,53.8,51.2,25.6
487.8,32782,28.9,39.3,47.7,32.2
516.6,34788,19.3,49.4,51.9,22.6
396.8,44490,16.2,49.1,62.8,17.1
431.0,32773,28.3,38.0,50.1,23.0
429.7,64381,10.8,62.7,74.3,12.3
490.4,33609,27.0,49.6,50.1,28.7
451.4,66950,11.5,66.0,75.9,11.3
447.7,33869,22.8,41.3,51.7,26.1
453.6,32867,26.8,43.2,53.1,26.7
414.0,41942,26.2,51.9,77.7,10.8
458.6,36890,23.3,52.1,58.7,23.3
441.2,33398,23.4,47.5,58.3,23.0
452.4,39268,23.9,54.0,56.4,23.2
449.1,40801,17.2,51.4,60.3,21.8
512.6,35974,20.6,47.8,57.2,22.7
479.1,52376,10.3,64.1,81.6,8.9
462.9,39342,29.9,52.3,47.6,30.8
430.4,56965,9.7,61.7,79.7,8.9
472.9,60946,7.4,67.1,86.2,5.7
448.3,62875,8.3,63.7,79.6,6.2
438.9,66734,8.2,70.4,83.5,8.3
462.5,53755,11.3,72.7,81.5,8.8
320.2,51817,11.7,66.4,82.7,8.0
330.6,67344,8.3,63.5,83.4,6.0
355.6,72018,9.5,61.8,66.8,14.4
532.1,47596,10.7,63.5,75.6,14.2
352.4,44282,13.2,55.6,80.0,10.4
516.2,54593,8.0,64.8,84.0,7.4
403.0,53420,10.7,67.7,75.2,7.6
462.5,50435,16.7,67.0,81.1,10.0
385.4,39679,16.1,59.8,77.1,11.6
535.5,51192,9.5,62.0,81.9,7.4
481.5,50038,11.1,57.4,81.2,9.9
336.1,46923,14.1,67.0,76.1,14.2
370.5,53721,9.7,61.8,82.0,9.9
360.6,44696,11.9,59.1,82.8,11.5
429.1,48887,12.3,61.2,76.9,13.0
424.9,40258,13.0,58.2,83.9,10.0
515.6,56616,10.1,58.6,78.0,11.1
482.0,74047,7.3,63.2,82.6,6.3
485.1,66807,9.3,64.9,72.8,7.9
436.0,45040,10.8,59.9,75.9,12.9
338.6,62010,10.6,59.1,80.1,7.8
381.4,56298,8.9,63.1,79.7,10.7
357.4,39572,11.6,60.3,79.1,9.0
436.3,51097,12.3,63.5,75.8,11.2
447.0,56270,8.4,64.5,83.6,8.8
403.5,60957,7.7,65.7,87.9,5.9
456.9,57177,9.7,66.1,82.7,10.2
474.1,35630,31.6,48.9,35.8,29.2
579.7,58467,7.3,65.9,88.8,5.0
374.8,44990,16.1,54.7,67.9,23.3
425.7,76672,7.6,71.4,83.3,5.9
341.9,59408,7.1,62.6,84.8,7.9
471.0,53333,11.6,64.6,77.7,11.5
527.4,51961,10.9,59.7,76.1,14.5
475.3,58995,8.9,63.0,83.1,10.4
454.6,49626,13.0,55.0,67.6,17.5
445.2,41450,18.1,52.1,60.8,20.4
468.1,36409,20.4,54.3,52.0,29.8
430.8,36176,22.7,46.7,48.7,31.0
490.9,37873,14.9,44.0,60.3,23.6
426.3,39779,16.9,51.6,59.2,24.3
456.2,32734,27.4,47.5,46.5,32.2
364.5,39493,18.0,51.4,57.1,22.3
380.4,36964,17.9,51.9,54.4,24.3
401.9,38504,21.5,51.8,65.3,19.1
433.2,33826,19.9,50.2,53.8,25.5
460.8,40555,15.2,45.5,58.6,21.6
462.3,43201,16.6,47.8,59.5,24.7
414.9,37495,24.1,53.3,60.5,22.6
387.1,42851,22.3,57.6,58.2,23.7
439.8,43466,16.6,52.5,57.4,24.0
389.9,35455,27.3,54.6,52.0,29.6
433.4,38597,22.3,52.0,54.2,27.5
472.7,34018,21.0,48.6,55.1,24.9
453.8,36620,24.9,40.5,56.0,24.3
455.6,33028,27.3,45.2,44.0,32.7
455.8,36801,24.0,48.7,54.0,26.0
449.0,51436,14.7,61.0,69.0,16.4
396.3,40404,17.5,46.7,55.8,26.4
394.1,33347,22.6,44.9,55.7,25.6
464.4,40621,18.7,50.2,56.3,23.6
502.9,46067,13.3,52.7,67.7,19.5
414.1,42572,16.3,52.0,58.7,23.6
380.6,33136,24.4,51.0,48.2,30.3
422.1,37831,18.7,49.5,58.1,23.5
477.4,35940,19.5,47.4,60.3,21.6
434.6,37336,18.8,54.2,51.6,26.7
438.6,41085,18.6,52.5,57.6,23.9
420.0,32744,22.0,40.8,53.1,26.6
532.1,32427,25.1,38.6,49.5,29.5
502.1,35927,26.8,48.3,56.5,27.1
395.3,34923,19.7,51.1,57.9,23.8
364.1,32225,27.5,42.7,49.6,26.9
442.5,34916,23.0,47.9,50.9,27.7
382.4,28006,39.3,35.2,39.9,34.7
402.4,37644,29.0,31.2,50.4,30.1
460.7,40418,17.0,51.1,59.9,22.0
392.5,37691,18.2,47.3,58.8,22.6
424.7,36391,21.1,49.4,57.1,24.6
492.3,54459,12.3,59.5,68.8,18.0
393.4,39158,18.0,53.9,56.4,22.9
423.4,40877,20.8,53.9,55.4,23.9
403.3,33577,27.1,50.3,49.5,30.0
515.3,30682,28.1,44.9,42.4,33.5
400.3,34597,20.1,47.8,48.6,28.1
430.4,46931,16.8,52.1,68.1,18.0
397.4,35895,20.1,48.7,51.8,27.8
426.8,34971,23.0,52.1,57.3,25.9
484.6,40556,17.3,50.7,60.2,25.5
438.5,28171,35.3,45.0,39.3,36.0
401.8,36893,20.0,51.0,48.7,30.0
480.5,35851,21.9,47.6,43.7,35.0
396.4,33127,22.0,46.3,47.1,30.9
475.7,39909,18.3,54.8,61.3,21.6
449.5,39896,18.7,50.9,51.7,28.7
443.3,43057,16.7,48.2,67.2,18.3
425.6,37761,18.3,47.7,51.3,27.8
375.9,30489,33.4,42.4,45.2,32.4
461.3,55915,8.7,59.6,70.0,17.1
410.0,33202,23.7,49.9,56.8,24.7
445.8,31765,23.3,43.9,46.7,29.5
429.4,39907,22.1,55.1,58.1,22.7
388.4,37014,20.4,56.5,51.1,25.8
493.4,32101,21.6,41.3,47.4,31.5
408.4,30010,24.4,42.4,48.5,27.9
424.0,32975,22.0,39.2,50.1,26.0
430.3,45589,19.3,61.5,65.1,17.1
473.3,42044,19.4,52.0,61.2,20.9
492.6,29969,25.1,43.7,40.0,34.3
445.9,37080,17.4,50.5,55.7,23.5
413.4,76996,12.5,60.8,70.7,16.6
469.8,54610,12.9,39.3,69.7,19.4
489.2,42302,21.9,48.9,58.5,24.0
413.9,53321,13.7,43.0,66.6,19.2
400.2,48006,14.3,55.3,48.9,30.9
456.3,80338,10.5,58.9,73.2,14.9
431.6,41419,22.4,38.3,50.4,31.8
412.6,43338,27.5,52.8,49.4,30.8
443.4,43755,17.1,49.2,52.7,26.3
459.5,40581,21.0,52.3,55.1,24.2
387.9,38737,23.6,43.9,45.1,29.9
431.5,38221,22.7,51.8,48.5,24.4
430.2,53572,12.0,63.1,74.1,13.2
371.2,37911,19.1,49.8,71.2,13.0
460.7,36734,19.2,42.5,55.5,20.5
349.8,43132,15.4,64.0,83.4,7.4
378.7,41539,12.6,57.9,66.8,13.7
573.8,36903,18.0,55.8,57.7,19.9
538.8,36449,17.3,42.3,48.3,27.1
420.1,44716,15.8,64.1,69.4,14.3
587.0,39827,19.1,51.6,61.7,19.6
459.2,42942,14.7,59.3,67.6,14.2
456.8,41595,15.7,52.5,62.5,13.6
424.8,39292,20.3,56.2,61.2,17.8
462.0,40072,20.2,43.3,63.2,18.8
404.2,42902,17.2,51.6,59.2,20.1
435.5,65738,8.2,67.8,70.8,8.3
509.5,37511,23.8,45.5,39.6,29.9
490.7,50751,20.5,57.4,59.0,14.2
439.6,32815,20.7,43.3,52.2,22.2
445.5,39882,19.5,58.5,63.8,17.5
519.3,60812,8.4,59.5,75.8,10.8
447.8,46208,13.9,56.3,63.6,18.1
475.5,45207,17.2,53.5,57.3,16.8
382.0,35875,19.5,54.4,63.4,16.7
373.3,43859,11.7,54.7,68.1,14.3
475.8,51653,12.3,64.8,69.7,14.4
485.3,48658,12.5,63.5,75.6,12.1
472.7,50919,14.0,63.4,76.0,12.2
520.4,52914,10.3,64.9,80.4,10.8
434.4,55465,11.4,64.8,73.2,15.9
384.9,39964,13.9,59.3,69.4,16.1
358.2,42348,12.8,63.3,67.1,17.0
443.6,51550,12.5,72.3,81.3,9.7
485.1,49345,10.6,57.4,72.3,15.1
399.5,54240,9.2,65.5,79.4,10.1
334.6,54421,10.4,67.5,83.7,8.9
462.8,52749,9.3,67.4,74.5,10.8
395.1,43564,13.3,69.9,76.0,12.9
439.5,55964,9.0,71.9,77.0,13.3
506.7,55758,11.3,63.1,69.5,15.8
394.5,50758,10.3,67.8,70.3,14.2
370.9,56047,9.1,64.2,74.1,15.7
429.8,45644,13.4,66.0,71.2,14.3
396.0,50289,14.8,65.4,65.5,16.8
370.0,40667,18.8,59.8,71.5,10.8
409.0,47366,13.7,67.6,68.3,16.5
402.3,44109,11.8,65.3,67.3,15.6
447.2,52601,10.7,64.2,72.8,13.7
487.5,50043,12.9,63.7,72.7,13.7
406.9,45624,13.8,57.7,64.8,17.2
423.8,54556,10.1,63.3,74.7,12.7
339.4,44794,13.6,60.9,70.8,17.7
482.7,44461,12.7,59.4,70.3,16.6
463.1,50861,11.0,63.2,75.9,13.4
419.3,38645,15.6,60.7,68.7,15.0
482.9,40436,11.8,62.7,70.2,16.8
445.3,55319,9.1,68.5,78.6,10.7
404.4,43858,12.7,58.1,71.4,17.1
469.4,48499,14.7,67.5,65.7,16.7
411.9,62191,6.9,65.9,77.3,15.0
445.6,46744,11.4,59.7,74.1,12.0
501.5,40496,13.8,58.3,65.2,17.6
407.3,46667,12.5,67.5,77.3,11.5
450.8,51040,11.5,65.3,79.2,11.5
379.5,44947,11.5,62.0,73.2,16.2
425.6,48511,13.9,47.6,73.5,14.6
440.9,56791,9.6,67.7,78.9,10.6
411.5,45192,12.0,61.8,69.6,15.1
